Account_Number,Zip Code,Total_Mortgage_Balances,Total_HE_Balances,Num_Trades_Past_Due,Num_HE_Trades,FICO_Score_Original,Loan Period,Origination_Date,Maturity_Date,LTV_Original,Lien_Position,Origination_DTI,m1_FICO_Score_Current,m1_Commitments,m1_Outstandings,m1_LTV_Current,m1_Day_Past_Due,m1_APR,m1_Deliqunecy,m2_FICO_Score_Current,m2_Commitments,m2_Outstandings,m2_LTV_Current,m2_Day_Past_Due,m2_APR,m2_Deliqunecy,m3_FICO_Score_Current,m3_Commitments,m3_Outstandings,m3_LTV_Current,m3_Day_Past_Due,m3_APR,m3_Deliqunecy,m4_FICO_Score_Current,m4_Commitments,m4_Outstandings,m4_LTV_Current,m4_Day_Past_Due,m4_APR,m4_Deliqunecy,m5_FICO_Score_Current,m5_Commitments,m5_Outstandings,m5_LTV_Current,m5_Day_Past_Due,m5_APR,m5_Deliqunecy,m6_FICO_Score_Current,m6_Commitments,m6_Outstandings,m6_LTV_Current,m6_Day_Past_Due,m6_APR,m6_Deliqunecy
2197,44133,0,51005,93,3,759,5524,7/9/2003,8/23/2018,0.867,1,0.327,672,26381.29,25125.04,0.169,0,0.0541,0,743,23308.62,24260,0.174,0,0.0568,0,680,21768.29,23114.79,0.16,0,0.0563,0,741,21502.98,21924.6,0.17,0,0.0552,0,705,18951.09,19345.91,0.128,0,0.0541,0,731,17657.4,19128.84,0.125,0,0.0519,0
2198,46507,0,22725,93,2,753,5705,7/9/2003,2/20/2019,0.776,1,0.359,674,24722.69,24470.41,0.188,0,0.0647,0,709,23514.69,23759.64,0.2,0,0.066,0,702,22574.01,22574.01,0.196,0,0.0654,0,719,22552.88,23473.4,0.196,0,0.0673,0,712,22037.74,22037.74,0.172,0,0.0647,0,736,21308.02,20877.55,0.188,0,0.0628,0
2199,45371,0,14801,93,1,729,5493,7/12/2003,7/26/2018,0.649,1,0.099,697,18584.3,19939.41,0.066,0,0.055,0,682,18809.47,18079,0.066,0,0.0545,0,682,18014.55,17671.41,0.069,0,0.0561,0,709,16851.87,15246.93,0.068,0,0.0561,0,674,15382.52,14635.8,0.067,0,0.0572,0,644,13540.45,14507.63,0.067,0,0.0578,0
2200,44030,0,34046,93,2,688,5644,7/13/2003,12/25/2018,0.7,1,0.426,771,18325.62,18147.7,0.183,0,0.0653,0,835,17732.78,17044.13,0.169,0,0.0628,0,811,16801.1,16468.4,0.185,0,0.061,0,838,15732.01,15892.54,0.178,0,0.0634,0,758,15620.23,16238.85,0.149,0,0.0622,0,838,15472.82,14431.38,0.159,0,0.0622,0
2201,44120,0,9504,93,1,698,5569,7/14/2003,10/12/2018,0.6,0,0.392,786,11828.17,11377.57,0.1,0,0.0762,0,767,10774.17,10989.65,0.094,0,0.0777,0,782,10175.32,10072.54,0.093,0,0.0754,0,760,9878.89,9683.27,0.09,0,0.0725,0,767,8814.97,9464.5,0.088,0,0.0777,0,753,8863.33,9126.59,0.081,0,0.0769,0
2202,46226,0,0,,0,707,3701,7/15/2003,9/1/2013,0.833,1,0.394,0,0,0,0,0,0.0569,0,0,0,0,0,0,0.0581,0,0,0,0,0,0,0.0575,0,0,0,0,0,0,0.0575,0,0,0,0,0,0,0.0623,0,0,0,0,0,0,0.0575,0
2203,46226,87847,23890,5,3,765,3701,7/15/2003,9/1/2013,0.7,1,0.344,534,983.83,917.61,0.02,0,0.0563,0,583,983.83,974.37,0.021,0,0.0575,0,543,908.15,993.29,0.02,0,0.0569,0,589,908.15,917.61,0.02,0,0.0599,0,555,993.29,936.53,1.936,0,0.0599,0,566,936.53,964.91,1.917,0,0.0617,0
2204,,0,0,,0,683,3729,7/29/2003,10/13/2013,0.862,0,0.287,0,0,0,0,0,0.0688,0,0,0,0,0,0,0.0681,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0.0688,0,0,0,0,0,0,0.0722,0,0,0,0,0,0,0.0654,0
2205,44146,49134,4506,93,1,697,5494,7/24/2003,8/8/2018,0.495,1,0.358,817,6035.34,5976.74,0.085,0,0.0806,0,746,5720,5386.8,0.085,0,0.0806,0,777,4981.67,5348.74,0.084,0,0.0797,0,764,4933.41,4736.07,0.085,0,0.0838,0,757,4758.27,4481.09,0.768,0,0.0822,0,782,4218.77,4218.77,0.776,0,0.0814,0
2206,44120,0,0,,0,713,5494,7/26/2003,8/10/2018,0.475,1,0.268,0,0,0,0,0,0.0616,0,0,0,0,0,0,0.0622,0,0,0,0,0,0,0.0585,0,0,0,0,0,0,0.0634,0,0,0,0,0,0,0.0647,0,0,0,0,0,0,0.0585,0
2207,44112,0,62807,93,2,650,5706,7/28/2003,3/12/2019,0.752,1,0.357,667,34347.8,34011.05,0.364,20,0.0671,1,660,31193.63,33820.46,0.353,20,0.0705,1,640,30366.29,32535.31,0.383,0,0.0705,0,660,29142.54,28541.67,0.372,0,0.0698,0,667,30590.73,29425.37,0.314,0,0.0651,0,657,27918.07,26790.07,0.33,0,0.0671,0
2208,44112,0,2077,1,1,723,5494,7/29/2003,8/13/2018,0.515,1,0.127,542,3128.39,3286.39,0.066,0,0.0679,0,539,2913.58,2913.58,0.065,0,0.0685,0,566,2581.31,2685.6,0.066,0,0.0692,0,591,2282.39,2282.39,0.071,0,0.0706,0,591,2130.48,2048.54,0.057,0,0.0652,0,588,1855.29,1678.59,0.056,0,0.0692,0
2209,45211,0,88961,1,3,684,5647,8/4/2003,1/19/2019,0.52,1,0.425,639,31105.55,29257.69,0.121,0,0.0563,0,686,28602.01,28899.95,0.129,0,0.0536,0,646,28205.2,29068.63,0.131,0,0.0547,0,581,26934.61,28322.99,0.126,0,0.0563,0,612,28082.87,25675.77,0.112,0,0.0574,0,600,25465.72,26751.87,0.108,0,0.0536,0
2210,45150,328180,319263,93,2,755,5494,8/6/2003,8/21/2018,0.136,1,0.187,713,5854.89,6281.81,0.015,0,0.0579,0,706,5716.88,5832.38,0.017,0,0.0573,0,698,5556.8,5175.45,0.015,0,0.0585,0,736,5325.14,5325.14,0.016,0,0.0585,0,728,4598.72,4598.72,0.968,0,0.0567,0,710,4281.1,4682.45,0.913,0,0.0603,0
2211,44266,0,0,,0,642,5647,8/14/2003,1/29/2019,0.301,1,0.24,0,0,0,0,0,0.0707,0,0,0,0,0,0,0.0699,0,0,0,0,0,0,0.0692,0,0,0,0,0,0,0.0721,0,0,0,0,0,0,0.0685,0,0,0,0,0,0,0.0714,0
2212,38701,0,6669,93,1,716,5495,8/16/2003,9/1/2018,0.586,1,0.033,720,8082.19,8677.72,0.085,0,0.0541,0,820,8158.68,7754.78,0.088,0,0.0552,0,756,7492.16,7415.71,0.085,0,0.0519,0,827,7427.77,7572,0.083,0,0.0525,0,827,6571.49,6774.73,0.077,0,0.0557,0,780,6653.96,6146.99,0.08,0,0.0519,0
2213,44483,0,0,,0,708,5580,8/18/2003,11/27/2018,0.548,0,0.371,0,0,0,0,0,0.0687,0,0,0,0,0,0,0.0737,0,0,0,0,0,0,0.0745,0,0,0,0,0,0,0.0752,0,0,0,0,0,0,0.0695,0,0,0,0,0,0,0.0709,0
2214,46131,0,0,,0,754,5493,8/23/2003,9/6/2018,0.354,1,0.16,0,13233.26,12225.01,0.037,26,0.0723,1,0,12225.01,12603.1,0.037,55,0.0695,1,0,12855.16,12098.98,0.038,86,0.0737,1,0,12098.98,12351.04,0.038,114,0.0737,1,0,12855.16,12351.04,0.213,155,0.0745,1,0,8637.54,9171.82,0.193,0,0.0737,0
2215,44118,0,0,,0,723,5660,8/26/2003,2/23/2019,0.694,0,0.433,538,0,0,0,371,0.066,1,558,0,0,0,393,0.066,1,546,0,0,0,424,0.0653,1,558,0,0,0,449,0.0666,1,592,0,0,0,489,0.0673,1,546,0,0,0,535,0.066,1
2216,44142,0,13273,93,2,662,5493,8/26/2003,9/9/2018,0.561,1,0.448,675,13686.68,13966,0,0,0.0908,0,668,12468.1,12597.97,0,0,0.0944,0,668,12171.07,11930.05,0,0,0.0899,0,696,11179.32,11749.69,0,0,0.0917,0,717,11521.54,11635.62,0,23,0.0872,1,722,10082.8,10292.86,0,24,0.0881,1
2217,,0,0,,0,825,3698,9/6/2003,10/21/2013,0.576,1,0.499,0,0,0,0,0,0.0471,0,0,0,0,0,0,0.0501,0,0,0,0,0,0,0.0486,0,0,0,0,0,0,0.0481,0,0,0,0,0,0,0.0506,0,0,0,0,0,0,0.0491,0
2218,48178,0,1456,93,2,766,5544,9/1/2003,11/5/2018,0.466,1,0.297,825,3685.75,3648.89,0,0,0.0602,0,825,3152.14,3183.35,0,0,0.0596,0,777,2603.69,2603.69,0,0,0.0614,0,804,1882.81,1981.91,0,0,0.0614,0,812,1450.11,1464.18,0,0,0.062,0,793,831.17,847.79,0,0,0.0602,0
2219,44136,0,157105,93,3,707,5494,9/24/2003,10/9/2018,0.069,0,0.384,654,3734.64,3696.53,0.014,0,0.0748,0,692,3486.2,3631.46,0.013,0,0.077,0,685,3277.71,3381.22,0.012,0,0.0762,0,682,3333.95,3235.89,0.012,0,0.0696,0,649,3085.15,3208.56,0.011,0,0.0704,0,644,2756.18,2872.23,0.01,0,0.0696,0
2220,44121,0,21921,93,1,699,5645,9/23/2003,3/8/2019,0.778,1,0.475,811,24876.21,26158.49,0.451,0,0.069,0,748,23678.56,26171.04,0.442,0,0.0669,0,771,23711.27,24921.03,0.416,0,0.0663,0,812,24639.27,24639.27,0.447,0,0.0717,0,812,22955.43,22046.31,0.32,0,0.0649,0,766,21110.82,22870.06,0.323,0,0.0676,0
2221,44102,0,13334,93,1,782,5645,9/24/2003,3/9/2019,0.789,1,0.468,645,14382.64,14527.92,0.53,0,0.0623,0,663,14374.9,14515.83,0.563,0,0.0635,0,690,13790.08,13517,0.541,0,0.0623,0,654,12685.56,13478.4,0.541,0,0.0611,0,674,12387.1,12387.1,0.694,0,0.0635,0,726,12079.69,12572.73,0.66,0,0.0593,0
2222,44203,0,22960,93,1,683,5614,9/27/2003,2/9/2019,0.816,1,0.46,794,25093.09,26413.78,0.294,0,0.0651,0,834,26363.5,26363.5,0.279,0,0.0684,0,770,23777.57,24272.93,0.282,0,0.0665,0,794,23701.55,24659.19,0.285,0,0.0625,0,851,23566.77,24259.91,0.299,0,0.0651,0,778,21822.68,22045.36,0.281,0,0.0671,0
2223,46901,0,0,,0,721,5645,10/6/2003,3/21/2019,0.798,0,0.406,0,0,0,0,0,0.0705,0,0,0,0,0,0,0.0677,0,0,0,0,0,0,0.0698,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0.0684,0,0,0,0,0,0,0.0677,0
2224,44128,0,0,,0,701,5493,10/22/2003,11/5/2018,0.69,1,0.46,0,0,0,0,0,0.0737,0,0,0,0,0,0,0.0745,0,0,0,0,0,0,0.0716,0,0,0,0,0,0,0.0745,0,0,0,0,0,0,0.0687,0,0,0,0,0,0,0.0737,0
2225,44123,32243,24793,93,1,748,6198,10/26/2003,10/14/2020,0.893,1,0.339,512,25958.31,26482.73,0.357,0,0.0646,0,612,26482.73,25171.7,0.353,17,0.0646,1,566,24698.59,25706.69,0.364,0,0.0646,0,596,25486.92,23754.8,0.35,0,0.068,0,602,24999.35,24756.63,0.57,0,0.0693,0,646,25484.77,23785.79,0.575,18,0.07,1
2226,44705,0,17272,1,1,750,5828,11/3/2003,10/18/2019,0.842,1,0.411,571,17722.02,18066.13,0.726,14,0.0646,1,645,17035.54,16698.2,0.762,13,0.0673,1,589,17067.24,17231.35,0.726,0,0.0639,0,602,15756.18,16720.84,0.704,0,0.068,0,633,14961.47,14961.47,0.863,0,0.0653,0,644,15112.83,15112.83,0.926,0,0.0666,0
2227,45150,0,80197,93,2,717,5644,10/29/2003,4/12/2019,0.494,1,0.329,753,13053.48,12797.53,0.09,0,0.0626,0,710,12553.81,12926.69,0.086,0,0.0666,0,688,11695.46,12298.32,0.088,0,0.0639,0,703,11685.02,11451.32,0.091,0,0.0633,0,703,11761.01,11874.09,0.093,0,0.0646,0,681,10713.65,10604.33,0.086,0,0.0692,0
2228,,0,0,,0,748,3670,11/19/2003,12/6/2013,0.842,1,0.441,0,0,0,0,0,0.0558,0,0,0,0,0,0,0.0569,0,0,0,0,0,0,0.0587,0,0,0,0,0,0,0.0546,0,0,0,0,0,0,0.0581,0,0,0,0,0,0,0.0546,0
2229,44320,0,0,,0,721,5558,12/30/2003,3/19/2019,0.653,0,0.398,0,0,0,0,0,0.0892,0,0,0,0,0,0,0.0866,0,0,0,0,0,0,0.0857,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0.0823,0,0,0,0,0,0,0.0883,0
2230,44134,1188,17587,93,2,712,5484,1/11/2004,1/16/2019,0.159,0,0.399,731,3889.66,3965.93,0.028,0,0.0762,0,677,3558.09,3775.93,0.029,0,0.0747,0,684,3581.49,3478.18,0.027,0,0.0747,0,687,3353.26,3320.7,0.027,0,0.0725,0,722,3220.26,2913.56,0.028,0,0.0754,0,680,2984.89,2898.79,0.029,0,0.0769,0
2231,43609,0,42285,2,2,804,5495,1/12/2004,1/28/2019,0.665,1,0.481,645,5625.54,5513.03,0.19,0,0.0865,0,639,5453.82,5453.82,0.192,0,0.0857,0,639,5274.73,5223.01,0.186,0,0.0824,0,608,5090.67,5189.52,0.192,0,0.0808,0,639,4805.01,4475.25,0.19,0,0.0857,0,622,4568.24,4613.03,0.206,0,0.0808,0
2232,,0,0,,0,658,3670,1/13/2004,1/30/2014,0.867,0,0.414,0,0,0,0,0,0.0574,0,0,0,0,0,0,0.0551,0,0,0,0,0,0,0.0574,0,0,0,0,0,0,0.0586,0,0,0,0,0,0,0.0551,0,0,0,0,0,0,0.058,0
2233,,0,0,,0,661,3911,1/13/2004,9/28/2014,0.893,1,0.475,0,0,0,0,0,0.0581,0,0,0,0,0,0,0.0611,0,0,0,0,0,0,0.0635,0,0,0,0,0,0,0.0617,0,0,0,0,0,0,0.0629,0,0,0,0,0,0,0.0623,0
2234,44039,67981,9411,93,1,748,5503,1/14/2004,2/7/2019,0.779,1,0.218,729,11206.96,11550.03,0.197,0,0.0693,0,767,10447.03,10447.03,0.201,0,0.0679,0,751,11081.25,11081.25,0.201,0,0.0679,0,813,9806.49,10210.88,0.205,0,0.0633,0,782,9275.16,9371.78,1.227,0,0.0646,0,758,9028.53,8936.41,1.239,0,0.0686,0
2235,44256,0,88565,93,1,744,7587,1/20/2004,10/28/2024,0.5,1,0.45,673,89028.23,89927.5,0.357,5,0.0592,1,648,86099.07,94170.86,0.368,3,0.0564,1,648,85846.68,93894.8,0.357,5,0.0564,1,641,87015.28,87903.19,0.354,0,0.0546,0,604,84084.61,88510.12,0.385,0,0.0598,0,605,90866.31,89101.92,0.385,0,0.0604,0
2236,44095,0,0,,0,702,5553,1/31/2004,4/15/2019,0.806,0,0.388,0,0,0,0,0,0.0726,0,0,0,0,0,0,0.0741,0,0,0,0,0,0,0.0748,0,0,0,0,0,0,0.0748,0,0,0,0,0,0,0.0748,0,0,0,0,0,0,0.0726,0
2237,48178,0,0,,0,692,5615,1/3/2004,5/19/2019,0.466,1,0.324,0,18092.3,18457.8,0,0,0.0706,0,0,17581.42,18291.78,0,0,0.0699,0,0,17236.74,17926.21,0,0,0.0672,0,0,16046.18,16547.62,0,0,0.0652,0,0,15863.01,16024.87,0,0,0.0652,0,0,15032.43,16441.72,0,0,0.0645,0
2238,43945,0,0,,0,661,5541,2/2/2004,4/5/2019,0.766,1,0.529,0,21571.76,22225.45,0.161,0,0.064,0,0,21262.7,21894.27,0.171,0,0.0659,0,0,20295.62,19686.75,0.156,0,0.0678,0,0,20139.86,20139.86,0.164,0,0.0614,0,0,18031.06,18970.17,0.156,0,0.0665,0,0,18783.52,18964.13,0.156,0,0.0633,0
2239,44084,115042,5833,93,1,715,5523,2/9/2004,3/25/2019,0.124,0,0.305,700,6897.66,7400.61,0.027,0,0.0896,0,700,6672.27,6809.84,0.025,0,0.0924,0,722,6298.29,6828.67,0.026,0,0.0961,0,720,6511.75,6192.55,0.024,0,0.0942,0,763,5886.21,6131.47,0.023,0,0.097,0,828,5818.17,5700.63,0.024,0,0.0896,0
2240,44102,0,0,,0,749,5645,2/4/2004,7/20/2019,0.853,1,0.407,0,24013.85,24748.97,0.265,0,0.0641,0,0,22903.97,22903.97,0.263,0,0.0666,0,0,22721.47,22257.76,0.255,0,0.0647,0,0,22050.24,22725.24,0.26,0,0.0641,0,0,22923.45,22268.5,0.268,0,0.0653,0,0,21778.41,21355.53,0.255,0,0.0653,0
2241,,0,0,,0,759,4306,2/9/2004,11/24/2015,0.637,1,0.441,563,163810.39,167259.03,0.598,473,0.0569,1,563,175880.63,163810.39,0.628,498,0.0598,1,574,0,0,0.598,0,0.0569,0,531,0,0,0.586,0,0.0604,0,531,0,0,0.592,0,0.0598,0,525,0,0,0.586,0,0.0558,0
2242,,0,0,,0,759,3788,2/11/2004,6/26/2014,0.833,0,0.423,0,0,0,0,0,0.0546,0,0,0,0,0,0,0.0558,0,0,0,0,0,0,0.0587,0,0,0,0,0,0,0.0546,0,0,0,0,0,0,0.0569,0,0,0,0,0,0,0.0564,0
2243,46517,0,0,,0,691,5493,2/16/2004,3/2/2019,0.792,1,0.38,0,14485.81,15680.51,0.131,0,0.069,0,0,14249.5,13817.69,0.132,0,0.069,0,0,14116.25,14116.25,0.14,0,0.0664,0,0,13957.2,12760.87,0.132,0,0.0664,0,0,13369.6,12605.62,0.139,0,0.0644,0,0,12165.74,11679.11,0.131,0,0.0677,0
2244,44662,0,0,,0,757,5554,2/23/2004,5/9/2019,0.518,1,0.258,636,0,0,0,0,0.0679,0,655,0,0,0,0,0.0653,0,623,0,0,0,0,0.0659,0,604,0,0,0,0,0.0633,0,668,0,0,0,0,0.0633,0,642,0,0,0,0,0.0639,0
2245,45344,0,10170,93,1,765,5523,3/7/2004,4/21/2019,0.541,1,0.214,797,20312.44,22005.14,0,0,0.0609,0,849,20209.33,20005.19,0,0,0.0561,0,849,19090.84,20271.72,0,0,0.0621,0,793,15533.04,14786.26,0,0,0.0609,0,849,9857.21,9755.59,0,0,0.0579,0,813,9375.11,9562.61,0,0,0.0585,0
2246,44103,0,18909,93,3,669,5493,3/10/2004,3/25/2019,0.686,1,0.203,680,7048.96,7264.75,0,0,0.0746,0,714,7055.96,6507.93,0,0,0.0694,0,701,6505.32,6180.05,0,0,0.0709,0,702,6188.74,6127.47,0,0,0.0738,0,660,5826.89,5711.51,0,0,0.0753,0,712,5239.5,5509.58,0,0,0.0702,0
2247,43457,0,0,,0,697,7319,3/18/2004,4/1/2024,0.893,1,0.334,0,37165.52,35708.04,0.54,0,0.0104,0,0,36169.47,34361,0.509,0,0.0096,0,0,35185.88,37340.12,0.493,0,0.0104,0,0,34108.76,36263,0.509,0,0.0105,0,0,33616.8,33616.8,0.493,0,0.0104,0,0,35471.19,35822.39,0.519,0,0.0098,0
2248,49238,0,20260,93,1,691,5493,3/17/2004,4/1/2019,0.449,1,0.245,799,25987.22,26237.1,0,0,0.0563,0,759,24481.17,23041.1,0,0,0.052,0,783,23006.4,23236.46,0,0,0.0569,0,776,22230.74,22670.95,0,0,0.0547,0,792,20796.87,20376.73,0,0,0.0531,0,801,20201.9,19801.86,0,0,0.0563,0
2249,44313,0,26694,93,2,699,6534,3/20/2004,2/8/2022,0.859,1,0.443,635,27975.15,27135.9,0.298,0,0.0099,0,712,28029.77,28029.77,0.307,0,0.0099,0,644,26983.27,28332.43,0.295,0,0.0097,0,631,26494.12,25964.24,0.292,0,0.0101,0,663,24953.82,24693.88,0.261,0,0.0104,0,657,25241.27,24476.38,0.271,0,0.0102,0
2250,45322,0,22092,93,2,709,5478,3/18/2004,3/18/2019,0.787,1,0.317,667,17473.27,17822.74,0.272,0,0.0566,0,718,17151.14,16982.99,0.272,0,0.0538,0,656,16635.17,15504.62,0.277,0,0.0549,0,711,16105.3,15640.73,0.283,0,0.0577,0,704,14667.34,14371.03,0.264,0,0.0572,0,725,14710.06,14710.06,0.264,0,0.0594,0
2251,43613,0,29349,93,2,799,5493,3/17/2004,4/1/2019,0.69,1,0.249,844,20508.78,20508.78,0.147,0,0.0557,0,772,19273.76,19082.93,0.158,0,0.0552,0,764,19160.86,18978.38,0.149,0,0.0541,0,829,17934.66,16715.8,0.143,0,0.0525,0,781,16895.84,17392.78,0.145,0,0.0525,0,773,15244.28,15558.59,0.148,0,0.0552,0
2252,44133,113825,31474,93,2,755,5487,3/23/2004,4/1/2019,0.867,1,0.28,609,15340.68,15810.29,0.24,0,0.0457,0,603,14606.36,14606.36,0.228,0,0.0485,0,584,13876.16,14020.7,0.248,0,0.0457,0,668,14554.39,13861.32,0.233,0,0.0452,0,695,12989.29,12856.75,0.226,0,0.0489,0,719,12905.67,13158.72,0.228,0,0.0452,0
2253,43612,0,12797,93,1,650,5492,3/21/2004,4/4/2019,0.833,1,0.28,597,14172.45,14615.34,0.309,0,0.0596,0,612,14230.64,14230.64,0.291,0,0.0614,0,606,13145.56,13693.29,0.279,0,0.0602,0,603,12629.33,13550.22,0.291,0,0.059,0,603,12486.8,13243.58,0.272,0,0.0572,0,603,12431.81,11707.63,0.283,0,0.0602,0
2254,44905,0,10097,93,1,695,5492,3/24/2004,4/7/2019,0.816,1,0.319,668,11636.07,11518.54,0.196,0,0.056,0,719,11763.07,10745.11,0.206,0,0.0594,0,719,10679.96,10462,0.204,0,0.0594,0,722,9916.9,10856.39,0.194,0,0.0577,0,715,9774.72,10273.43,0.224,0,0.0577,0,728,9246.65,9627.96,0.233,0,0.0577,0
2255,49221,112235,9042,93,1,671,5516,3/27/2004,5/4/2019,0.225,0,0.472,595,11081.86,11191.58,0,0,0.0596,0,611,10176.74,10918.79,0,0,0.0633,0,586,10634.66,10634.66,0,0,0.0646,0,585,10244.34,10244.34,0,0,0.0646,0,603,8997.79,9850.21,0,0,0.0615,0,626,8728.4,9364.84,0,0,0.0621,0
2256,46517,0,0,,0,720,4489,3/29/2004,7/13/2016,0.973,0,0.304,0,0,0,0,0,0.0945,0,0,0,0,0,0,0.0864,0,0,0,0,0,0,0.0954,0,0,0,0,0,0,0.0945,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.0936,0
2257,44087,198661,55059,93,4,710,5492,3/31/2004,4/14/2019,0.171,1,0.307,684,7573.81,7573.81,0,0,0.0924,0,743,7212.03,7282.74,0,0,0.0897,0,707,6511.32,6579.15,0,0,0.0888,0,691,6696.31,6696.31,0,0,0.0924,0,698,6483.31,6420.97,0,0,0.0933,0,716,6009.55,6188.05,0,0,0.0888,0
2258,,0,0,,0,696,3666,4/4/2004,4/18/2014,0.733,1,0.325,531,0,0,0,0,0.0634,0,542,0,0,0,0,0.0634,0,547,0,0,0,0,0.0603,0,515,0,0,0,0,0.0628,0,553,0,0,0,0,0.0597,0,547,0,0,0,0,0.0628,0
2259,,0,0,,0,680,3819,4/3/2004,9/17/2014,0.714,1,0.404,641,0,0,0,914,0.0794,1,654,0,0,0,899,0.0756,1,635,0,0,0,938,0.0756,1,635,0,0,0,958,0.0718,1,622,0,0,0,1008,0.0726,1,641,0,0,0,1102,0.0794,1
2260,46615,0,13842,93,1,727,5492,4/5/2004,4/19/2019,0.402,1,0.368,783,14763.72,16317.8,0.106,0,0.0591,0,815,15580.92,15730.73,0.103,0,0.0591,0,783,14993.76,14272.91,0.108,0,0.0628,0,799,14267.65,13990.61,0.102,0,0.0598,0,775,13148.98,12883.35,0.102,0,0.0598,0,767,12456.65,12329.54,0.094,0,0.0604,0
2261,48182,0,25034,93,3,801,5493,4/17/2004,5/2/2019,0.634,1,0.309,840,23295.66,22825.04,0.214,0,0.054,0,783,23343.36,23570,0.202,0,0.055,0,840,22013.55,21577.63,0.208,0,0.0503,0,775,21976.74,21139.53,0.206,0,0.0519,0,775,20828.96,19026.46,0.23,0,0.0524,0,781,18991.3,18607.64,0.236,0,0.055,0
2262,,0,0,,0,746,3732,4/13/2004,7/2/2014,0.275,1,0.29,0,0,0,0,0,0.0766,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0.0814,0,0,0,0,0,0,0.0814,0,0,0,0,0,0,0.0814,0
2263,44121,0,0,,0,750,5585,4/18/2004,8/3/2019,0.735,1,0.518,0,21094.82,20664.32,0,0,0.0875,0,0,22601.6,21955.84,0,0,0.0799,0,0,21620.27,19941.02,0,0,0.0799,0,0,20497.7,20497.7,0,0,0.0849,0,0,19104.65,20099.69,0,0,0.0849,0,0,18778.11,19939.65,0,0,0.0807,0
2264,44281,0,148716,93,2,679,7685,4/18/2004,5/3/2025,0.78,1,0.443,560,115255.92,107498.31,0.692,0,0.0596,0,609,112518.95,109209.57,0.633,0,0.0626,0,592,111851.88,115141.65,0.685,0,0.0572,0,616,103850.39,106036.71,0.666,0,0.0596,0,598,111114.99,107846.9,0.652,0,0.0626,0,631,106435.72,107521.8,0.692,0,0.0602,0
2265,44313,0,62398,93,1,689,7442,4/21/2004,9/5/2024,0.274,1,0.347,737,67579.72,67579.72,0.156,0,0.0498,0,705,67950.11,67296.74,0.154,0,0.0519,0,748,61798.73,62449.24,0.16,0,0.0508,0,710,62830.84,66069.54,0.162,0,0.0503,0,710,65131.15,61906.84,0.159,0,0.0503,0,738,62280.34,65490.67,0.171,0,0.0529,0
2266,43224,0,0,,0,684,5646,4/27/2004,10/12/2019,0.884,1,0.354,0,22900.45,21809.95,0.352,0,0.0619,0,0,21882.09,20607.41,0.359,0,0.0607,0,0,21494.41,19634.32,0.385,0,0.0631,0,0,20047.67,20254.35,0.359,19,0.0619,1,0,19897.19,19897.19,0.363,0,0.0571,0,0,19320.79,19131.37,0.385,0,0.0577,0
2267,44319,0,19848,93,1,766,5585,4/28/2004,8/13/2019,0.843,1,0.202,780,22175.99,21314.79,0,0,0.0681,0,768,20327.09,21374.88,0,0,0.0643,0,816,20170.8,19355.82,0,0,0.0649,0,824,20189.73,20387.67,0,0,0.0636,0,768,18246.12,19782.63,0,0,0.0662,0,797,18433.12,18619.31,0,0,0.0655,0
2268,43224,0,0,,0,648,5585,4/28/2004,8/13/2019,0.816,1,0.424,0,14295.28,14152.33,0.294,0,0.0097,0,0,13845.39,13297.06,0.282,0,0.0095,0,0,13159.03,13027.44,0.288,0,0.0104,0,0,12065.05,12316.4,0.291,0,0.0096,0,0,11381.52,12339.97,0.291,0,0.01,0,0,11049.05,11276.86,0.297,0,0.0102,0
2269,46901,0,0,,0,813,5503,5/2/2004,5/27/2019,0.643,0,0.317,0,0,0,0,0,0.0792,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0.0808,0,0,0,0,0,0,0.0849,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0.08,0
2270,43623,155784,28654,93,2,646,5507,5/3/2004,6/1/2019,0.867,1,0.193,827,10986,11312.32,0,0,0.0557,0,819,10827.7,10512.33,0,0,0.0541,0,827,9839.89,10448.55,0,0,0.0536,0,827,9775.98,9873.74,0,0,0.0525,0,819,9780.82,9874.86,0,0,0.0547,0,736,9033.02,9213.68,0,0,0.0536,0
2271,44313,0,34375,,1,640,5493,5/4/2004,5/19/2019,0.842,1,0.247,644,38607.11,40182.91,0.21,0,0.0605,0,683,38014.92,37634.77,0.214,0,0.0599,0,637,37367.19,36268.16,0.21,0,0.0576,0,652,34553.99,34201.39,0.204,0,0.0605,0,619,34537.15,32505.55,0.2,0,0.0588,0,626,34088.31,31815.76,0.214,0,0.0553,0
2272,44615,0,12047,1,1,637,5556,5/4/2004,7/21/2019,0.646,1,0.412,577,13772.99,13222.07,0.118,0,0.065,0,496,12701.5,12968.9,0.115,0,0.0624,0,506,13091.98,13351.23,0.106,0,0.0631,0,534,13182.59,12303.75,0.109,0,0.067,0,524,12507.09,11778.53,0.108,0,0.0637,0,546,11496.11,11496.11,0.111,0,0.0637,0
